"Market_and_Exchange_Names","As_of_Date_In_Form_YYMMDD","Report_Date_as_YYYY-MM-DD","CFTC_Contract_Market_Code","CFTC_Market_Code","CFTC_Region_Code","CFTC_Commodity_Code","Open_Interest_All","Dealer_Positions_Long_All","Dealer_Positions_Short_All","Dealer_Positions_Spread_All","Asset_Mgr_Positions_Long_All","Asset_Mgr_Positions_Short_All","Asset_Mgr_Positions_Spread_All","Lev_Money_Positions_Long_All","Lev_Money_Positions_Short_All","Lev_Money_Positions_Spread_All","Other_Rept_Positions_Long_All","Other_Rept_Positions_Short_All","Other_Rept_Positions_Spread_All","Tot_Rept_Positions_Long_All","Tot_Rept_Positions_Short_All","NonRept_Positions_Long_All","NonRept_Positions_Short_All","Change_in_Open_Interest_All","Change_in_Dealer_Long_All","Change_in_Dealer_Short_All","Change_in_Dealer_Spread_All","Change_in_Asset_Mgr_Long_All","Change_in_Asset_Mgr_Short_All","Change_in_Asset_Mgr_Spread_All","Change_in_Lev_Money_Long_All","Change_in_Lev_Money_Short_All","Change_in_Lev_Money_Spread_All","Change_in_Other_Rept_Long_All","Change_in_Other_Rept_Short_All","Change_in_Other_Rept_Spread_All","Change_in_Tot_Rept_Long_All","Change_in_Tot_Rept_Short_All","Change_in_NonRept_Long_All","Change_in_NonRept_Short_All","Pct_of_Open_Interest_All","Pct_of_OI_Dealer_Long_All","Pct_of_OI_Dealer_Short_All","Pct_of_OI_Dealer_Spread_All","Pct_of_OI_Asset_Mgr_Long_All","Pct_of_OI_Asset_Mgr_Short_All","Pct_of_OI_Asset_Mgr_Spread_All","Pct_of_OI_Lev_Money_Long_All","Pct_of_OI_Lev_Money_Short_All","Pct_of_OI_Lev_Money_Spread_All","Pct_of_OI_Other_Rept_Long_All","Pct_of_OI_Other_Rept_Short_All","Pct_of_OI_Other_Rept_Spread_All","Pct_of_OI_Tot_Rept_Long_All","Pct_of_OI_Tot_Rept_Short_All","Pct_of_OI_NonRept_Long_All","Pct_of_OI_NonRept_Short_All","Traders_Tot_All","Traders_Dealer_Long_All","Traders_Dealer_Short_All","Traders_Dealer_Spread_All","Traders_Asset_Mgr_Long_All","Traders_Asset_Mgr_Short_All","Traders_Asset_Mgr_Spread_All","Traders_Lev_Money_Long_All","Traders_Lev_Money_Short_All","Traders_Lev_Money_Spread_All","Traders_Other_Rept_Long_All","Traders_Other_Rept_Short_All","Traders_Other_Rept_Spread_All","Traders_Tot_Rept_Long_All","Traders_Tot_Rept_Short_All","Conc_Gross_LE_4_TDR_Long_All","Conc_Gross_LE_4_TDR_Short_All","Conc_Gross_LE_8_TDR_Long_All","Conc_Gross_LE_8_TDR_Short_All","Conc_Net_LE_4_TDR_Long_All","Conc_Net_LE_4_TDR_Short_All","Conc_Net_LE_8_TDR_Long_All","Conc_Net_LE_8_TDR_Short_All","Contract_Units","CFTC_Contract_Market_Code_Quotes","CFTC_Market_Code_Quotes","CFTC_Commodity_Code_Quotes","CFTC_SubGroup_Code","FutOnly_or_Combined"
"UST 10Y NOTE - CHICAGO BOARD OF TRADE",250121,2025-01-21,043602,CBT ,00,043 , 4750425,  168320,  603624,   31937, 2530971,  860714,  580079,  449978, 1802008,  101661,  459852,  357980,    4671, 4327469, 4342674,  422956,  407751,   43199,   30790,  -30950,   12324,   33442,   -2924,    6514,  -43758,   40661,   27070,   -6302,  -37034,     244,   60324,   15905,  -17125,   27294,  100.0,    3.5,   12.7,    0.7,   53.3,   18.1,   12.2,    9.5,   37.9,    2.1,    9.7,    7.5,    0.1,   91.1,   91.4,    8.9,    8.6,    403,     26,     36,     13,    117,     58,     97,     46,     77,     49,     22,     20,      7,    290,    279,    23.8,    22.1,    34.4,    31.3,    21.1,    22.0,    31.1,    30.5,"(CONTRACTS OF $100,000 FACE VALUE)","043602","CBT ","043 ","F30","FutOnly"
"UST 10Y NOTE - CHICAGO BOARD OF TRADE",250114,2025-01-14,043602,CBT ,00,043 , 4707226,  137530,  634574,   19613, 2497529,  863638,  573565,  493736, 1761347,   74591,  466154,  395014,    4427, 4267145, 4326769,  440081,  380457,   64472,  -24783,   23801,      12,    3940,   36291,   16413,   68466, -104106,    6809,   -4557,   75387,    -216,   66084,   54391,   -1612,   10081,  100.0,    2.9,   13.5,    0.4,   53.1,   18.3,   12.2,   10.5,   37.4,    1.6,    9.9,    8.4,    0.1,   90.7,   91.9,    9.3,    8.1,    399,     20,     38,     13,    115,     56,     97,     56,     71,     50,     23,     20,      8,    297,    270,    23.7,    20.9,    34.4,    30.0,    21.1,    20.8,    31.2,    29.0,"(CONTRACTS OF $100,000 FACE VALUE)","043602","CBT ","043 ","F30","FutOnly"
"UST 10Y NOTE - CHICAGO BOARD OF TRADE",250107,2025-01-07,043602,CBT ,00,043 , 4642754,  162313,  610773,   19601, 2493589,  827347,  557152,  425270, 1865453,   67782,  470711,  319627,    4643, 4201061, 4272378,  441693,  370376,  129077,  -19319,   41938,   -5814,   47304,   17500,     780,  106910,   44190,  -13755,   10423,   33361,   -2844,  123685,  115356,    5392,   13721,  100.0,    3.5,   13.2,    0.4,   53.7,   17.8,   12.0,    9.2,   40.2,    1.5,   10.1,    6.9,    0.1,   90.5,   92.0,    9.5,    8.0,    396,     24,     38,     12,    116,     54,     97,     48,     73,     41,     24,     19,      6,    289,    263,    23.4,    20.3,    34.0,    29.7,    20.8,    20.3,    30.6,    29.2,"(CONTRACTS OF $100,000 FACE VALUE)","043602","CBT ","043 ","F30","FutOnly"
"ULTRA UST 10Y - CHICAGO BOARD OF TRADE",250121,2025-01-21,043607,CBT ,00,043 , 2270589,   24029,  239095,    4616, 1238392,  678717,  373226,  180303,  505625,   22552,  167503,  137811,   36772, 2047393, 1998414,  223196,  272175,   51032,   -3566,   15768,    1646,   73458,   10026,    2383,  -17149,   13226,    2044,   -2136,     143,    3103,   59783,   48339,   -8751,    2693,  100.0,    1.1,   10.5,    0.2,   54.5,   29.9,   16.4,    7.9,   22.3,    1.0,    7.4,    6.1,    1.6,   90.2,   88.0,    9.8,   12.0,    213,      4,     21,      7,     61,     56,     67,     14,     35,     15,      7,     15,.,    140,    163,    27.4,    22.7,    43.4,    33.2,    22.3,    21.1,    33.2,    29.5,"(CONTRACTS OF $100,000 FACE VALUE)","043607","CBT ","043 ","F30","FutOnly"
"ULTRA UST 10Y - CHICAGO BOARD OF TRADE",250114,2025-01-14,043607,CBT ,00,043 , 2219557,   27595,  223327,    2970, 1164934,  668691,  370843,  197452,  492399,   20508,  169639,  137668,   33669, 1987610, 1950075,  231947,  269482,   16057,    4474,  -10110,   -2196,    9230,   35213,   13087,  -18436,  -29078,   -2980,    7252,    -242,    1188,   11619,    4882,    4438,   11175,  100.0,    1.2,   10.1,    0.1,   52.5,   30.1,   16.7,    8.9,   22.2,    0.9,    7.6,    6.2,    1.5,   89.5,   87.9,   10.5,   12.1,    210,      5,     22,      6,     63,     53,     69,     15,     30,     14,      8,     14,.,    145,    155,    27.8,    22.9,    42.8,    34.4,    22.7,    21.7,    34.1,    30.8,"(CONTRACTS OF $100,000 FACE VALUE)","043607","CBT ","043 ","F30","FutOnly"
"ULTRA UST 10Y - CHICAGO BOARD OF TRADE",250107,2025-01-07,043607,CBT ,00,043 , 2203500,   23121,  233437,    5166, 1155704,  633478,  357756,  215888,  521477,   23488,  162387,  137910,   32481, 1975991, 1945193,  227509,  258307,   42156,    4456,   12739,     881,    9480,   30618,    4196,   10190,  -16834,    4212,   11115,    9500,    3214,   47744,   48526,   -5588,   -6370,  100.0,    1.0,   10.6,    0.2,   52.4,   28.7,   16.2,    9.8,   23.7,    1.1,    7.4,    6.3,    1.5,   89.7,   88.3,   10.3,   11.7,    214,.,     22,      6,     61,     54,     66,     18,     34,     16,      6,     16,.,    141,    162,    27.7,    20.5,    43.2,    32.1,    22.3,    19.1,    35.0,    28.8,"(CONTRACTS OF $100,000 FACE VALUE)","043607","CBT ","043 ","F30","FutOnly"
"MICRO 10 YEAR YIELD - CHICAGO BOARD OF TRADE",250121,2025-01-21,04360Y,CBT ,00,043 ,    4910,       0,       0,       0,       0,       0,       0,    3910,    1529,     108,     294,    1169,       0,    4312,    2806,     598,    2104,   -2022,       0,       0,       0,       0,     -30,       0,    -706,    1385,   -1363,      -4,    -971,       0,   -2073,    -979,      51,   -1043,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,   79.6,   31.1,    2.2,    6.0,   23.8,    0.0,   87.8,   57.1,   12.2,   42.9,     29,      0,      0,      0,      0,      0,      0,.,.,.,      5,     18,      0,      9,     21,    83.3,    40.9,    87.2,    47.4,    82.6,    38.7,    85.6,    45.2,"(1000 x Index Points)","04360Y","CBT ","043 ","F30","FutOnly"
"MICRO 10 YEAR YIELD - CHICAGO BOARD OF TRADE",250114,2025-01-14,04360Y,CBT ,00,043 ,    6932,       0,       0,       0,       0,      30,       0,    4616,     144,    1471,     298,    2140,       0,    6385,    3785,     547,    3147,    1703,       0,       0,       0,       0,       0,       0,     859,       9,     861,     -72,     456,       0,    1648,    1326,      55,     377,  100.0,    0.0,    0.0,    0.0,    0.0,    0.4,    0.0,   66.6,    2.1,   21.2,    4.3,   30.9,    0.0,   92.1,   54.6,    7.9,   45.4,     47,      0,      0,      0,      0,.,      0,      4,.,.,      7,     34,      0,     11,     37,    88.6,    31.1,    90.9,    38.1,    67.4,    11.8,    69.7,    18.1,"(1000 x Index Points)","04360Y","CBT ","043 ","F30","FutOnly"
"MICRO 10 YEAR YIELD - CHICAGO BOARD OF TRADE",250107,2025-01-07,04360Y,CBT ,00,043 ,    5229,       0,       0,       0,       0,      30,       0,    3757,     135,     610,     370,    1684,       0,    4737,    2459,     492,    2770,     706,       0,       0,       0,       0,       0,       0,     778,      -8,     -77,      -4,     412,       0,     697,     327,       9,     379,  100.0,    0.0,    0.0,    0.0,    0.0,    0.6,    0.0,   71.8,    2.6,   11.7,    7.1,   32.2,    0.0,   90.6,   47.0,    9.4,   53.0,     41,      0,      0,      0,      0,.,      0,      4,.,.,      8,     27,      0,     12,     30,    84.6,    24.6,    88.5,    31.9,    72.9,    15.3,    76.8,    21.6,"(1000 x Index Points)","04360Y","CBT ","043 ","F30","FutOnly"
"UST 5Y NOTE - CHICAGO BOARD OF TRADE",250121,2025-01-21,044601,CBT ,00,044 , 6169526,  140016,  979452,   25917, 3559236,  670504,  679783,  373191, 3069688,  179390,  783216,  260896,    4593, 5745342, 5870223,  424184,  299303,   48512,    7381,   40213,     167,    2298,   39479,    6461,  -16409,  -47360,   15392,   16971,   -5227,    -127,   32134,   48998,   16378,    -486,  100.0,    2.3,   15.9,    0.4,   57.7,   10.9,   11.0,    6.0,   49.8,    2.9,   12.7,    4.2,    0.1,   93.1,   95.1,    6.9,    4.9,    418,     13,     38,     11,    156,     34,     99,     53,     73,     46,     39,     12,      5,    315,    264,    25.8,    21.1,    35.0,    34.8,    24.1,    20.5,    31.8,    34.1,"(CONTRACTS OF $100,000 FACE VALUE)","044601","CBT ","044 ","F30","FutOnly"
"UST 5Y NOTE - CHICAGO BOARD OF TRADE",250114,2025-01-14,044601,CBT ,00,044 , 6121014,  132635,  939239,   25750, 3556938,  631025,  673322,  389600, 3117048,  163998,  766245,  266123,    4720, 5713208, 5821225,  407806,  299789,  -56887,   -8197,   12716,    1011,  -32281,   16028,   27088,  -20705, -105895,   -2694,  -19832,  -10595,   -1769,  -57379,  -64110,     492,    7223,  100.0,    2.2,   15.3,    0.4,   58.1,   10.3,   11.0,    6.4,   50.9,    2.7,   12.5,    4.3,    0.1,   93.3,   95.1,    6.7,    4.9,    425,     12,     42,      8,    161,     34,    101,     54,     73,     46,     36,     13,      6,    310,    276,    26.1,    22.8,    35.3,    36.0,    24.4,    22.4,    32.2,    35.2,"(CONTRACTS OF $100,000 FACE VALUE)","044601","CBT ","044 ","F30","FutOnly"
"UST 5Y NOTE - CHICAGO BOARD OF TRADE",250107,2025-01-07,044601,CBT ,00,044 , 6177901,  140832,  926523,   24739, 3589219,  614997,  646234,  410305, 3222943,  166692,  786077,  276718,    6489, 5770587, 5885335,  407314,  292566,   19683,   -6074,   41063,    1112,   12385,   -4670,   13880,  -31082,  -59551,   18380,    4866,     321,      -9,   13458,   10526,    6225,    9157,  100.0,    2.3,   15.0,    0.4,   58.1,   10.0,   10.5,    6.6,   52.2,    2.7,   12.7,    4.5,    0.1,   93.4,   95.3,    6.6,    4.7,    429,     15,     37,      7,    166,     33,    104,     56,     71,     39,     37,     14,      7,    320,    266,    25.6,    22.8,    34.8,    36.3,    23.9,    22.5,    31.8,    35.7,"(CONTRACTS OF $100,000 FACE VALUE)","044601","CBT ","044 ","F30","FutOnly"
"FED FUNDS - CHICAGO BOARD OF TRADE",250121,2025-01-21,045601,CBT ,00,045 , 1874733,  350769,  445068,  464105,   42077,   12471,   29988,  531756,  462303,  407264,    8275,    9518,    6624, 1840858, 1837341,   33875,   37392,   85576,   44871,   32996,   28079,    5207,       0,     643,  -14405,   11366,   17839,     401,   -7733,    4292,   86927,   87482,   -1351,   -1906,  100.0,   18.7,   23.7,   24.8,    2.2,    0.7,    1.6,   28.4,   24.7,   21.7,    0.4,    0.5,    0.4,   98.2,   98.0,    1.8,    2.0,    150,     30,     32,     54,      9,.,      4,     33,     35,     46,      5,.,.,    131,    125,    29.6,    28.9,    42.5,    42.6,    27.3,    18.7,    34.5,    28.0,"(CONTRACTS OF $5,000,000)","045601","CBT ","045 ","F33","FutOnly"
"FED FUNDS - CHICAGO BOARD OF TRADE",250114,2025-01-14,045601,CBT ,00,045 , 1789157,  305898,  412072,  436026,   36870,   12471,   29345,  546161,  450937,  389425,    7874,   17251,    2332, 1753931, 1749859,   35226,   39298,  147994,   16690,   -3980,   98633,   -5897,   -4678,    6301,    1369,    6717,   32662,   -2442,    3712,     524,  147840,  139891,     154,    8103,  100.0,   17.1,   23.0,   24.4,    2.1,    0.7,    1.6,   30.5,   25.2,   21.8,    0.4,    1.0,    0.1,   98.0,   97.8,    2.0,    2.2,    148,     33,     29,     54,      7,.,      4,     35,     33,     47,      4,.,.,    129,    126,    30.1,    29.9,    42.1,    42.7,    27.7,    20.5,    34.9,    29.3,"(CONTRACTS OF $5,000,000)","045601","CBT ","045 ","F33","FutOnly"
"FED FUNDS - CHICAGO BOARD OF TRADE",250107,2025-01-07,045601,CBT ,00,045 , 1641163,  289208,  416052,  337393,   42767,   17149,   23044,  544792,  444220,  356763,   10316,   13539,    1808, 1606091, 1609968,   35072,   31195, -302625,  -64717,  130009, -140253,   -1530,   -4157,    3238,  207111,   19083, -297805,    -835,    1116,   -7135, -301926, -295904,    -699,   -6721,  100.0,   17.6,   25.4,   20.6,    2.6,    1.0,    1.4,   33.2,   27.1,   21.7,    0.6,    0.8,    0.1,   97.9,   98.1,    2.1,    1.9,    152,     30,     32,     51,      8,      4,      5,     34,     35,     47,      4,.,.,    133,    124,    32.4,    29.0,    44.7,    42.5,    29.4,    19.8,    37.2,    29.6,"(CONTRACTS OF $5,000,000)","045601","CBT ","045 ","F33","FutOnly"
"EURO SHORT TERM RATE - CHICAGO MERCANTILE EXCHANGE",250121,2025-01-21,047745,CME ,00,047 ,   45339,   15263,   21225,    5123,      49,       0,      80,    8367,    1631,   16270,     113,     880,       0,   45265,   45209,      74,     130,     165,      -2,    2032,   -1101,      49,     -68,      35,    1752,    -189,    -596,       0,       0,       0,     137,     113,      28,      52,  100.0,   33.7,   46.8,   11.3,    0.1,    0.0,    0.2,   18.5,    3.6,   35.9,    0.2,    1.9,    0.0,   99.8,   99.7,    0.2,    0.3,     44,     11,     17,     14,.,      0,.,     10,.,     12,.,.,      0,     33,     38,    57.6,    46.3,    76.5,    70.9,    30.2,    33.1,    40.5,    44.6,"(2,500 X CONTRACT GRADE IMM INDEX)","047745","CME ","047 ","F33","FutOnly"
"EURO SHORT TERM RATE - CHICAGO MERCANTILE EXCHANGE",250114,2025-01-14,047745,CME ,00,047 ,   45174,   15265,   19193,    6224,       0,      68,      45,    6615,    1820,   16866,     113,     880,       0,   45128,   45096,      46,      78,    1340,     413,    1473,     479,       0,     -29,      29,     864,    -136,    -433,       0,       0,       0,    1352,    1383,     -12,     -43,  100.0,   33.8,   42.5,   13.8,    0.0,    0.2,    0.1,   14.6,    4.0,   37.3,    0.3,    1.9,    0.0,   99.9,   99.8,    0.1,    0.2,     45,     13,     15,     12,      0,.,.,     10,.,     13,.,.,      0,     34,     37,    57.3,    46.8,    75.8,    71.2,    30.3,    31.3,    39.2,    40.6,"(2,500 X CONTRACT GRADE IMM INDEX)","047745","CME ","047 ","F33","FutOnly"
"EURO SHORT TERM RATE - CHICAGO MERCANTILE EXCHANGE",250107,2025-01-07,047745,CME ,00,047 ,   43834,   14852,   17720,    5745,       0,      97,      16,    5751,    1956,   17299,     113,     880,       0,   43776,   43713,      58,     121,     947,     172,    1474,    -655,       0,    -136,      16,     871,    -353,     534,       0,       0,       0,     938,     880,       9,      67,  100.0,   33.9,   40.4,   13.1,    0.0,    0.2,    0.0,   13.1,    4.5,   39.5,    0.3,    2.0,    0.0,   99.9,   99.7,    0.1,    0.3,     45,     13,     15,     13,      0,.,.,     11,.,     12,.,.,      0,     34,     37,    56.8,    48.1,    78.2,    67.8,    30.9,    29.0,    37.7,    38.5,"(2,500 X CONTRACT GRADE IMM INDEX)","047745","CME ","047 ","F33","FutOnly"
"SOFR-3M - CHICAGO MERCANTILE EXCHANGE",250121,2025-01-21,134741,CME ,00,134 ,10067623, 2587417, 2237183, 1689607,  829815,  662288,  734482, 1344093, 1691076, 2621797,  132744,  310913,   98772,10038727,10046118,   28896,   21505, -220927,   96457,  -60870,   43781,  -27831,   12503,  -12480,  -98477,   80965, -236856,    3560,  -56239,    6023, -225823, -223173,    4896,    2246,  100.0,   25.7,   22.2,   16.8,    8.2,    6.6,    7.3,   13.4,   16.8,   26.0,    1.3,    3.1,    1.0,   99.7,   99.8,    0.3,    0.2,    874,     86,     98,    137,     50,     80,     51,    134,    163,    174,    128,     97,     79,    653,    662,    16.4,    21.9,    28.8,    34.4,    11.2,    15.1,    19.0,    22.2,"($2,500 x Contract IMM Index)","134741","CME ","134 ","F33","FutOnly"
"SOFR-3M - CHICAGO MERCANTILE EXCHANGE",250114,2025-01-14,134741,CME ,00,134 ,10288550, 2490960, 2298053, 1645826,  857646,  649785,  746962, 1442570, 1610111, 2858653,  129184,  367152,   92749,10264550,10269291,   24000,   19259,  259789,  132674,  -26830,    9366,  145367,   30296,   59396,  -88228,  158198,  -16713,   18697,   38548,    8119,  268678,  260380,   -8889,    -591,  100.0,   24.2,   22.3,   16.0,    8.3,    6.3,    7.3,   14.0,   15.6,   27.8,    1.3,    3.6,    0.9,   99.8,   99.8,    0.2,    0.2,    903,     83,     99,    137,     50,     79,     54,    140,    162,    187,    145,    109,     85,    680,    686,    16.5,    21.8,    28.7,    34.3,    11.4,    14.5,    19.1,    21.9,"($2,500 x Contract IMM Index)","134741","CME ","134 ","F33","FutOnly"
"SOFR-3M - CHICAGO MERCANTILE EXCHANGE",250107,2025-01-07,134741,CME ,00,134 ,10028761, 2358286, 2324883, 1636460,  712279,  619489,  687566, 1530798, 1451913, 2875366,  110487,  328604,   84630, 9995872,10008911,   32889,   19850,  283045,  103123,   36510,   48376,    9792,   25078,   24986,   24627,   85864,   71120,   18261,   12393,  -20429,  279856,  283898,    3189,    -853,  100.0,   23.5,   23.2,   16.3,    7.1,    6.2,    6.9,   15.3,   14.5,   28.7,    1.1,    3.3,    0.8,   99.7,   99.8,    0.3,    0.2,    865,     86,     94,    140,     52,     74,     54,    148,    148,    178,    126,    102,     79,    654,    662,    16.3,    21.9,    27.7,    33.9,    10.3,    15.4,    18.0,    22.2,"($2,500 x Contract IMM Index)","134741","CME ","134 ","F33","FutOnly"
"SOFR-1M - CHICAGO MERCANTILE EXCHANGE",250121,2025-01-21,134742,CME ,00,134 , 1452199,  415290,  189611,  338061,     100,   45046,   23825,  358866,  548921,  279936,   34145,   24580,    1811, 1452034, 1451791,     165,     408,   65440,  -47840,    4494,   62622,       0,     844,    2658,   18054,  -32277,   27688,    1713,   -1144,     523,   65418,   65408,      22,      32,  100.0,   28.6,   13.1,   23.3,    0.0,    3.1,    1.6,   24.7,   37.8,   19.3,    2.4,    1.7,    0.1,  100.0,  100.0,    0.0,    0.0,    197,     45,     43,     58,.,     13,      4,     31,     53,     54,.,      8,.,    143,    173,    33.4,    31.0,    46.5,    46.0,    23.1,    27.9,    34.6,    35.6,"($4,167 x Contract IMM Index)","134742","CME ","134 ","F33","FutOnly"
"SOFR-1M - CHICAGO MERCANTILE EXCHANGE",250114,2025-01-14,134742,CME ,00,134 , 1386759,  463130,  185117,  275439,     100,   44202,   21167,  340812,  581198,  252248,   32432,   25724,    1288, 1386616, 1386383,     143,     376,  112999,   60175,   56235,   38161,       0,   -1672,    3531,  -20914,  -16282,   32908,   -1117,     -76,     319,  113063,  113124,     -64,    -125,  100.0,   33.4,   13.3,   19.9,    0.0,    3.2,    1.5,   24.6,   41.9,   18.2,    2.3,    1.9,    0.1,  100.0,  100.0,    0.0,    0.0,    199,     40,     49,     55,.,     13,      5,     38,     46,     48,.,      9,.,    137,    173,    35.8,    32.5,    49.1,    45.7,    26.2,    28.9,    38.1,    38.2,"($4,167 x Contract IMM Index)","134742","CME ","134 ","F33","FutOnly"
"SOFR-1M - CHICAGO MERCANTILE EXCHANGE",250107,2025-01-07,134742,CME ,00,134 , 1273760,  402955,  128882,  237278,     100,   45874,   17636,  361726,  597480,  219340,   33549,   25800,     969, 1273553, 1273259,     207,     501, -411015,   69534, -128632, -140965,       0,   -4921,    1186,  -34572,  176509, -305656,    -258,   -8019,    -287, -411018, -410785,       3,    -230,  100.0,   31.6,   10.1,   18.6,    0.0,    3.6,    1.4,   28.4,   46.9,   17.2,    2.6,    2.0,    0.1,  100.0,  100.0,    0.0,    0.0,    198,     42,     45,     56,.,     13,      5,     38,     46,     45,      4,      9,.,    138,    168,    33.3,    34.1,    48.8,    46.7,    24.1,    31.1,    37.4,    41.0,"($4,167 x Contract IMM Index)","134742","CME ","134 ","F33","FutOnly"
"2 YEAR ERIS SOFR SWAP - CHICAGO BOARD OF TRADE",250121,2025-01-21,342603,CBT ,00,342 ,   45452,    1100,     100,       0,     157,      60,       0,   33387,   23690,    8081,    2727,   13474,       0,   45452,   45405,       0,      47,    1164,       0,       0,       0,       0,       0,       0,     632,    1154,       0,     532,       5,       0,    1164,    1159,       0,       5,  100.0,    2.4,    0.2,    0.0,    0.3,    0.1,    0.0,   73.5,   52.1,   17.8,    6.0,   29.6,    0.0,  100.0,   99.9,    0.0,    0.1,     24,.,.,      0,.,.,      0,.,      7,.,      4,      7,      0,      8,     18,    97.7,    72.1,   100.0,    88.6,    79.9,    64.1,    82.2,    76.0,"(100,000 USD notional principal)","342603","CBT ","342 ","F50","FutOnly"
"2 YEAR ERIS SOFR SWAP - CHICAGO BOARD OF TRADE",250114,2025-01-14,342603,CBT ,00,342 ,   44288,    1100,     100,       0,     157,      60,       0,   32755,   22536,    8081,    2195,   13469,       0,   44288,   44246,       0,      42,    -225,    1100,       0,       0,       0,       0,       0,    -964,     874,    -500,     139,    -599,       0,    -225,    -225,       0,       0,  100.0,    2.5,    0.2,    0.0,    0.4,    0.1,    0.0,   74.0,   50.9,   18.2,    5.0,   30.4,    0.0,  100.0,   99.9,    0.0,    0.1,     24,.,.,      0,.,.,      0,.,      7,.,      4,      7,      0,      8,     18,    97.6,    72.3,   100.0,    89.2,    79.4,    64.1,    81.8,    76.3,"(100,000 USD notional principal)","342603","CBT ","342 ","F50","FutOnly"
"2 YEAR ERIS SOFR SWAP - CHICAGO BOARD OF TRADE",250107,2025-01-07,342603,CBT ,00,342 ,   44513,       0,     100,       0,     157,      60,       0,   33719,   21662,    8581,    2056,   14068,       0,   44513,   44471,       0,      42,    -129,       0,       0,       0,       0,       0,       0,    -129,     379,       0,       0,    -508,       0,    -129,    -129,       0,       0,  100.0,    0.0,    0.2,    0.0,    0.4,    0.1,    0.0,   75.8,   48.7,   19.3,    4.6,   31.6,    0.0,  100.0,   99.9,    0.0,    0.1,     23,      0,.,      0,.,.,      0,.,      7,.,      4,      7,      0,      7,     18,    98.9,    69.9,   100.0,    88.2,    79.7,    61.8,    80.7,    75.0,"(100,000 USD notional principal)","342603","CBT ","342 ","F50","FutOnly"
"10 YEAR ERIS SOFR SWAP - CHICAGO BOARD OF TRADE",250121,2025-01-21,343603,CBT ,00,343 ,   98290,    9414,    4417,   24969,     360,       0,       0,    6316,   48239,   18640,   38580,    1993,       0,   98279,   98258,      11,      32,    1370,    -640,       0,       0,       0,       0,       0,    -110,    1349,      50,    2070,     -30,       0,    1370,    1369,       0,       1,  100.0,    9.6,    4.5,   25.4,    0.4,    0.0,    0.0,    6.4,   49.1,   19.0,   39.3,    2.0,    0.0,  100.0,  100.0,    0.0,    0.0,     32,      4,.,.,.,      0,      0,.,.,.,     13,      6,      0,     25,     11,    56.9,    97.9,    79.0,    99.8,    27.7,    54.4,    44.2,    55.5,"(100,000 USD notional principal)","343603","CBT ","343 ","F50","FutOnly"
"10 YEAR ERIS SOFR SWAP - CHICAGO BOARD OF TRADE",250114,2025-01-14,343603,CBT ,00,343 ,   96920,   10054,    4417,   24969,     360,       0,       0,    6426,   46890,   18590,   36510,    2023,       0,   96909,   96889,      11,      31,   -3834,   -1265,       0,       0,       0,       0,       0,     -23,   -3933,       0,   -2546,      99,       0,   -3834,   -3834,       0,       0,  100.0,   10.4,    4.6,   25.8,    0.4,    0.0,    0.0,    6.6,   48.4,   19.2,   37.7,    2.1,    0.0,  100.0,  100.0,    0.0,    0.0,     33,      4,.,.,.,      0,      0,      4,.,.,     13,      6,      0,     26,     11,    57.1,    97.8,    79.5,    99.8,    27.4,    53.7,    44.2,    54.9,"(100,000 USD notional principal)","343603","CBT ","343 ","F50","FutOnly"
"10 YEAR ERIS SOFR SWAP - CHICAGO BOARD OF TRADE",250107,2025-01-07,343603,CBT ,00,343 ,  100754,   11319,    4417,   24969,     360,       0,       0,    6449,   50823,   18590,   39056,    1924,       0,  100743,  100723,      11,      31,    -292,       0,       0,       0,      50,       0,       0,     200,    -292,       0,    -542,       0,       0,    -292,    -292,       0,       0,  100.0,   11.2,    4.4,   24.8,    0.4,    0.0,    0.0,    6.4,   50.4,   18.5,   38.8,    1.9,    0.0,  100.0,  100.0,    0.0,    0.0,     31,.,.,.,.,      0,      0,.,.,.,     13,      6,      0,     24,     11,    56.7,    98.0,    80.2,    99.8,    29.7,    55.6,    46.2,    56.7,"(100,000 USD notional principal)","343603","CBT ","343 ","F50","FutOnly"
"5 YEAR ERIS SOFR SWAP - CHICAGO BOARD OF TRADE",250121,2025-01-21,344605,CBT ,00,344 ,   51040,   12242,   11457,    1618,      65,      39,       0,    6727,   20847,   10058,   20320,    6964,       0,   51030,   50983,      10,      57,     718,      40,     354,       0,       0,      -1,       0,     524,    1093,       0,     154,    -728,       0,     718,     718,       0,       0,  100.0,   24.0,   22.4,    3.2,    0.1,    0.1,    0.0,   13.2,   40.8,   19.7,   39.8,   13.6,    0.0,  100.0,   99.9,    0.0,    0.1,     37,      5,.,.,.,.,      0,.,      9,.,      9,      8,      0,     20,     21,    56.4,    76.9,    80.2,    91.5,    44.0,    62.3,    64.2,    71.8,"(100,000 USD notional principal)","344605","CBT ","344 ","F50","FutOnly"
